combined_text,clean_text,rating_num,sentiment,review_title,review_text,product,review_country,reviewed_at
So to good So superb .. I’m 1st time using iPhone . Very interesting nd  I’m impressed .. camera quality awesome .  1day battery backup .. face lock in very strong ..,so to good so superb i m st time using iphone very interesting nd i m impressed camera quality awesome day battery backup face lock in very strong,5.0,positive,So to good,So superb .. I’m 1st time using iPhone . Very interesting nd  I’m impressed .. camera quality awesome .  1day battery backup .. face lock in very strong ..,Apple iPhone XR (64GB) - Black, India ,2020-01-01
Good experience Nice alternative,good experience nice alternative,5.0,positive,Good experience,Nice alternative,Apple iPhone XR (64GB) - Black, India ,2019-07-23
GOOD WORTH THE PRICE,good worth the price,4.0,positive,GOOD,WORTH THE PRICE,Apple iPhone XR (64GB) - Black, India ,2019-10-24
Disappointed with amazon and apple Purchased the new iPhone XR on 21 July.Not sure battery is not at all good. Disappointed with amazo and apple both.please help me out with the exchange or refund .,disappointed with amazon and apple purchased the new iphone xr on july not sure battery is not at all good disappointed with amazo and apple both please help me out with the exchange or refund,2.0,negative,Disappointed with amazon and apple,Purchased the new iPhone XR on 21 July.Not sure battery is not at all good. Disappointed with amazo and apple both.please help me out with the exchange or refund .,Apple iPhone XR (64GB) - Black, India ,2019-08-06
"Loved it awesome product. Phone is awesome , go for it. I purchased in amazon festival offer and it saved my 5000 rs .",loved it awesome product phone is awesome go for it i purchased in amazon festival offer and it saved my rs,5.0,positive,Loved it awesome product.,"Phone is awesome , go for it. I purchased in amazon festival offer and it saved my 5000 rs .",Apple iPhone XR (64GB) - Black, India ,2019-11-06
Phone is awesome... delivery on time. From iPhone SE To iPhone XR. Camera quality is good. FaceID works really nice. Powerful phone.,phone is awesome delivery on time from iphone se to iphone xr camera quality is good faceid works really nice powerful phone,5.0,positive,Phone is awesome... delivery on time.,From iPhone SE To iPhone XR. Camera quality is good. FaceID works really nice. Powerful phone.,Apple iPhone XR (64GB) - Black, India ,2019-11-26
Was looking for a good deal on the X-r 256 and got a really good one! Thx The purchase experience was seem less and the delivery also happened promptly. I am very happy with it. The 256 X-r is difficult to get and the product is awesome!!,was looking for a good deal on the x r and got a really good one thx the purchase experience was seem less and the delivery also happened promptly i am very happy with it the x r is difficult to get and the product is awesome,5.0,positive,Was looking for a good deal on the X-r 256 and got a really good one! Thx,The purchase experience was seem less and the delivery also happened promptly. I am very happy with it. The 256 X-r is difficult to get and the product is awesome!!,Apple iPhone XR (64GB) - Black, India ,2019-10-06
iPhone for everyone ! I am a new iPhone user switching from android. The battery life is best!!! Last a day for heavy usage. The phone is best in every feature mentioned. WORTH THE PRICE,iphone for everyone i am a new iphone user switching from android the battery life is best last a day for heavy usage the phone is best in every feature mentioned worth the price,5.0,positive,iPhone for everyone !,I am a new iPhone user switching from android. The battery life is best!!! Last a day for heavy usage. The phone is best in every feature mentioned. WORTH THE PRICE,Apple iPhone XR (64GB) - Black, India ,2019-11-23
You wont regret buying it Amazing battery life and at a great price specially during the Amazon Great Indian Festival,you wont regret buying it amazing battery life and at a great price specially during the amazon great indian festival,5.0,positive,You wont regret buying it,Amazing battery life and at a great price specially during the Amazon Great Indian Festival,Apple iPhone XR (64GB) - Black, India ,2019-10-05
Very good. Extra e sim is an advantage. Now I’m happy with the quality of the phone.,very good extra e sim is an advantage now i m happy with the quality of the phone,5.0,positive,Very good. Extra e sim is an advantage.,Now I’m happy with the quality of the phone.,Apple iPhone XR (64GB) - Black, India ,2019-10-08
"Good Overall the product is good. As I have used android last 10 years, feeling more customisation needs in iOS. Like the MIUI skin..",good overall the product is good as i have used android last years feeling more customisation needs in ios like the miui skin,5.0,positive,Good,"Overall the product is good. As I have used android last 10 years, feeling more customisation needs in iOS. Like the MIUI skin..",Apple iPhone XR (64GB) - Black, India ,2019-09-12
Phone hung up After one month of buying the phone it got hung up which never happens with i phone want a immediate replacement,phone hung up after one month of buying the phone it got hung up which never happens with i phone want a immediate replacement,2.0,negative,Phone hung up,After one month of buying the phone it got hung up which never happens with i phone want a immediate replacement,Apple iPhone XR (64GB) - Black, India ,2019-09-29
Awesome as ever Awesome as ever,awesome as ever awesome as ever,5.0,positive,Awesome as ever,Awesome as ever,Apple iPhone XR (64GB) - Black, India ,2019-10-05
Amazed Still one of the best phones out there with this price. The specs are awesome and even the lcd screen shows no compromise even outdoors.,amazed still one of the best phones out there with this price the specs are awesome and even the lcd screen shows no compromise even outdoors,5.0,positive,Amazed,Still one of the best phones out there with this price. The specs are awesome and even the lcd screen shows no compromise even outdoors.,Apple iPhone XR (64GB) - Black, India ,2019-11-06
Value for money Aswm phone at this price...,value for money aswm phone at this price,5.0,positive,Value for money,Aswm phone at this price...,Apple iPhone XR (64GB) - Black, India ,2019-10-28
This mobile shocked people in the respect of touch and its speed along with full display. As an apple user I would like to say that this cell looks really amazing and face lock is just a kinda magic. Camera is as lovely as I expected before my purchase.,this mobile shocked people in the respect of touch and its speed along with full display as an apple user i would like to say that this cell looks really amazing and face lock is just a kinda magic camera is as lovely as i expected before my purchase,5.0,positive,This mobile shocked people in the respect of touch and its speed along with full display.,As an apple user I would like to say that this cell looks really amazing and face lock is just a kinda magic. Camera is as lovely as I expected before my purchase.,Apple iPhone XR (64GB) - Black, India ,2019-08-28
"Worth it! Totally in love with XR Awesome product from Apple as usual. Face recognition , back camera quality at its very best. Although front camera during night will not take that great pictures.",worth it totally in love with xr awesome product from apple as usual face recognition back camera quality at its very best although front camera during night will not take that great pictures,5.0,positive,Worth it! Totally in love with XR,"Awesome product from Apple as usual. Face recognition , back camera quality at its very best. Although front camera during night will not take that great pictures.",Apple iPhone XR (64GB) - Black, India ,2019-09-02
Good to switch from android to iOS The best part is the safest delivery taken care off with multiple safety features packaging.,good to switch from android to ios the best part is the safest delivery taken care off with multiple safety features packaging,5.0,positive,Good to switch from android to iOS,The best part is the safest delivery taken care off with multiple safety features packaging.,Apple iPhone XR (64GB) - Black, India ,2020-01-02
"Amazing phone This phone is amazing .... battery backup is really good.... and the face id function makes your life ease, camera quality is very good ... in love with this phone",amazing phone this phone is amazing battery backup is really good and the face id function makes your life ease camera quality is very good in love with this phone,5.0,positive,Amazing phone,"This phone is amazing .... battery backup is really good.... and the face id function makes your life ease, camera quality is very good ... in love with this phone",Apple iPhone XR (64GB) - Black, India ,2019-09-09
Value is tooo high Nice Product to gift someone,value is tooo high nice product to gift someone,5.0,positive,Value is tooo high,Nice Product to gift someone,Apple iPhone XR (64GB) - Black, India ,2019-08-24
"Superb but Camera could have been better Fantastic Phone, however the camera quality looks inferior specially compared to the one offered in other brands.",superb but camera could have been better fantastic phone however the camera quality looks inferior specially compared to the one offered in other brands,5.0,positive,Superb but Camera could have been better,"Fantastic Phone, however the camera quality looks inferior specially compared to the one offered in other brands.",Apple iPhone XR (64GB) - Black, India ,2019-11-08
Good but not great Doesn’t save more than 20-30 numbers in call history,good but not great doesn t save more than numbers in call history,4.0,positive,Good but not great,Doesn’t save more than 20-30 numbers in call history,Apple iPhone XR (64GB) - Black, India ,2020-03-08
Feel it I like the buttery smooth interface. Face recognition and battery life are very good. Overall I am very happy with my decision.,feel it i like the buttery smooth interface face recognition and battery life are very good overall i am very happy with my decision,5.0,positive,Feel it,I like the buttery smooth interface. Face recognition and battery life are very good. Overall I am very happy with my decision.,Apple iPhone XR (64GB) - Black, India ,2020-01-23
Good product 👍 I mean it's iphone (for crying out loud) 😃,good product i mean it s iphone for crying out loud,5.0,positive,Good product 👍,I mean it's iphone (for crying out loud) 😃,Apple iPhone XR (64GB) - Black, India ,2019-10-21
Replace charger Charger provided with phone is not working resulting unable to charge phone,replace charger charger provided with phone is not working resulting unable to charge phone,4.0,positive,Replace charger,Charger provided with phone is not working resulting unable to charge phone,Apple iPhone XR (64GB) - Black, India ,2020-02-13
Iphone Love - Must Read I was scared to buy such worthy product from Online. But i Loved the product from Amazon..It is a great phone. Thanks to Apple n Amazon..Loved it..😍😍😍,iphone love must read i was scared to buy such worthy product from online but i loved the product from amazon it is a great phone thanks to apple n amazon loved it,5.0,positive,Iphone Love - Must Read,I was scared to buy such worthy product from Online. But i Loved the product from Amazon..It is a great phone. Thanks to Apple n Amazon..Loved it..😍😍😍,Apple iPhone XR (64GB) - Black, India ,2020-03-05
Awsome Apple phones are awsome,awsome apple phones are awsome,5.0,positive,Awsome,Apple phones are awsome,Apple iPhone XR (64GB) - Black, India ,2019-10-06
Apple is apple You dont dislike apple,apple is apple you dont dislike apple,5.0,positive,Apple is apple,You dont dislike apple,Apple iPhone XR (64GB) - Black, India ,2019-10-31
Highly satisfied &recommended Wonderful product and superb service provided by amazon as first time the product was found to be damaged then they immediately replaced it within 4 working days.,highly satisfied recommended wonderful product and superb service provided by amazon as first time the product was found to be damaged then they immediately replaced it within working days,5.0,positive,Highly satisfied &recommended,Wonderful product and superb service provided by amazon as first time the product was found to be damaged then they immediately replaced it within 4 working days.,Apple iPhone XR (64GB) - Black, India ,2019-12-09
"Awesome product Face unlock is slow, battery is good, 64gb has less storage go with 128gb minimum. Except security and sharing iphone support almost everything similar to android",awesome product face unlock is slow battery is good gb has less storage go with gb minimum except security and sharing iphone support almost everything similar to android,4.0,positive,Awesome product,"Face unlock is slow, battery is good, 64gb has less storage go with 128gb minimum. Except security and sharing iphone support almost everything similar to android",Apple iPhone XR (64GB) - Black, India ,2020-03-03
Superb Amazing.excellent.,superb amazing excellent,5.0,positive,Superb,Amazing.excellent.,Apple iPhone XR (64GB) - Black, India ,2019-10-16
iPhone XR - Nice gadget to Order. I got IPhone with in a day time. I’m a first time iOS user and I’m liking it. It has got quite a lot of features. From Face ID to wide screen display.,iphone xr nice gadget to order i got iphone with in a day time i m a first time ios user and i m liking it it has got quite a lot of features from face id to wide screen display,4.0,positive,iPhone XR - Nice gadget to Order.,I got IPhone with in a day time. I’m a first time iOS user and I’m liking it. It has got quite a lot of features. From Face ID to wide screen display.,Apple iPhone XR (64GB) - Black, India ,2019-07-24
Product features poor Product not a good price as well as not desire range of quality,product features poor product not a good price as well as not desire range of quality,2.0,negative,Product features poor,Product not a good price as well as not desire range of quality,Apple iPhone XR (64GB) - Black, India ,2019-07-19
Worth it This is my first iPhone and I’m enjoying the experience. From android to IOS I feel great smoothness in user interface,worth it this is my first iphone and i m enjoying the experience from android to ios i feel great smoothness in user interface,5.0,positive,Worth it,This is my first iPhone and I’m enjoying the experience. From android to IOS I feel great smoothness in user interface,Apple iPhone XR (64GB) - Black, India ,2019-11-02
Excellent Excellent phone as expected.,excellent excellent phone as expected,5.0,positive,Excellent,Excellent phone as expected.,Apple iPhone XR (64GB) - Black, India ,2019-11-02
Price Wise Excellent  Product Price Wise Excellent Product,price wise excellent product price wise excellent product,5.0,positive,Price Wise Excellent  Product,Price Wise Excellent Product,Apple iPhone XR (64GB) - Black, India ,2019-10-02
Iphone xr..!!!! Just Muuuaaaahhhhhhhh.......😘😘 Iphone xr is just awesme....best battery backup..everythings are smooth as butter..and blue coloue......ufff just love it.....,iphone xr just muuuaaaahhhhhhhh iphone xr is just awesme best battery backup everythings are smooth as butter and blue coloue ufff just love it,5.0,positive,Iphone xr..!!!! Just Muuuaaaahhhhhhhh.......😘😘,Iphone xr is just awesme....best battery backup..everythings are smooth as butter..and blue coloue......ufff just love it.....,Apple iPhone XR (64GB) - Black, India ,2020-02-18
Very good phone Camera is very good and battery life 1day with full Internet,very good phone camera is very good and battery life day with full internet,5.0,positive,Very good phone,Camera is very good and battery life 1day with full Internet,Apple iPhone XR (64GB) - Black, India ,2019-12-26
"Excellent product Excellent product, must buy",excellent product excellent product must buy,5.0,positive,Excellent product,"Excellent product, must buy",Apple iPhone XR (64GB) - Black, India ,2019-09-01
Awesome mobile Everyone speaking about lesser resolution. I have used 402 ppi mobiles but still I didn't see any problem in iPhone xr lower resolution display... Display is simply awesome,awesome mobile everyone speaking about lesser resolution i have used ppi mobiles but still i didn t see any problem in iphone xr lower resolution display display is simply awesome,5.0,positive,Awesome mobile,Everyone speaking about lesser resolution. I have used 402 ppi mobiles but still I didn't see any problem in iPhone xr lower resolution display... Display is simply awesome,Apple iPhone XR (64GB) - Black, India ,2019-07-22
"Amazing Amazing phone, loved every bit of it",amazing amazing phone loved every bit of it,5.0,positive,Amazing,"Amazing phone, loved every bit of it",Apple iPhone XR (64GB) - Black, India ,2020-01-02
Best battery life for a iPhone Best product of apple for mobile.,best battery life for a iphone best product of apple for mobile,5.0,positive,Best battery life for a iPhone,Best product of apple for mobile.,Apple iPhone XR (64GB) - Black, India ,2019-11-14
"Very nice phone. Everything is nice, only the battery should have been more powerful.",very nice phone everything is nice only the battery should have been more powerful,5.0,positive,Very nice phone.,"Everything is nice, only the battery should have been more powerful.",Apple iPhone XR (64GB) - Black, India ,2019-08-16
The value for money IPhone The Face ID is too good. I was a bit sceptical at first to move from Touch ID to Face ID. But the tech is too good no problems as now.,the value for money iphone the face id is too good i was a bit sceptical at first to move from touch id to face id but the tech is too good no problems as now,4.0,positive,The value for money IPhone,The Face ID is too good. I was a bit sceptical at first to move from Touch ID to Face ID. But the tech is too good no problems as now.,Apple iPhone XR (64GB) - Black, India ,2020-03-05
"Super phone Classy, smooth and meets the expectations.  Thumbs up!!",super phone classy smooth and meets the expectations thumbs up,5.0,positive,Super phone,"Classy, smooth and meets the expectations.  Thumbs up!!",Apple iPhone XR (64GB) - Black, India ,2019-07-20
Excellent Product Just awesome. Working like a wonder.,excellent product just awesome working like a wonder,5.0,positive,Excellent Product,Just awesome. Working like a wonder.,Apple iPhone XR (64GB) - Black, India ,2019-10-10
Good Good,good good,5.0,positive,Good,Good,Apple iPhone XR (64GB) - Black, India ,2019-10-17
Happy to have it.. Great phone with excellent battery life.,happy to have it great phone with excellent battery life,5.0,positive,Happy to have it..,Great phone with excellent battery life.,Apple iPhone XR (64GB) - Black, India ,2019-07-17
Good Good product,good good product,5.0,positive,Good,Good product,Apple iPhone XR (64GB) - Black, India ,2019-10-29
Great Product Gud Apple Product using for the 1st time this  Apple Product Loved it 😍😍,great product gud apple product using for the st time this apple product loved it,5.0,positive,Great Product,Gud Apple Product using for the 1st time this  Apple Product Loved it 😍😍,Apple iPhone XR (64GB) - Black, India ,2019-10-21
Amazing Amazing phone,amazing amazing phone,5.0,positive,Amazing,Amazing phone,Apple iPhone XR (64GB) - Black, India ,2019-12-14
good four star for the price but awesome mobile,good four star for the price but awesome mobile,4.0,positive,good,four star for the price but awesome mobile,Apple iPhone XR (64GB) - Black, India ,2020-02-16
Great phone Its good...but i feel android was better...and more user friendly,great phone its good but i feel android was better and more user friendly,4.0,positive,Great phone,Its good...but i feel android was better...and more user friendly,Apple iPhone XR (64GB) - Black, India ,2020-01-15
Loved it Camera quality is just awesome. Loved it. All the features are just woww.,loved it camera quality is just awesome loved it all the features are just woww,5.0,positive,Loved it,Camera quality is just awesome. Loved it. All the features are just woww.,Apple iPhone XR (64GB) - Black, India ,2020-03-20
Best product Awesome product,best product awesome product,5.0,positive,Best product,Awesome product,Apple iPhone XR (64GB) - Black, India ,2020-01-16
Fantabulous Awesome is the word for the phone & loved amazon for the great offer ... was good bargain,fantabulous awesome is the word for the phone loved amazon for the great offer was good bargain,5.0,positive,Fantabulous,Awesome is the word for the phone & loved amazon for the great offer ... was good bargain,Apple iPhone XR (64GB) - Black, India ,2019-08-22
"Go for it Good performance machine, single camera but with amazing quality, multitasking is fun on this one, it’s the perfect sweet spot between x and xs",go for it good performance machine single camera but with amazing quality multitasking is fun on this one it s the perfect sweet spot between x and xs,5.0,positive,Go for it,"Good performance machine, single camera but with amazing quality, multitasking is fun on this one, it’s the perfect sweet spot between x and xs",Apple iPhone XR (64GB) - Black, India ,2019-05-26
Unhappy with portrait mode of camera camera doesn’t recognise non human images for portrait mode. Portrait mode shouldn’t be restricted for humans. There’s a lot of scope for portrait photography which can be excelled.,unhappy with portrait mode of camera camera doesn t recognise non human images for portrait mode portrait mode shouldn t be restricted for humans there s a lot of scope for portrait photography which can be excelled,5.0,positive,Unhappy with portrait mode of camera,camera doesn’t recognise non human images for portrait mode. Portrait mode shouldn’t be restricted for humans. There’s a lot of scope for portrait photography which can be excelled.,Apple iPhone XR (64GB) - Black, India ,2019-10-15
Beautiful product from APPLE. Its a half eaten beautifully designed APPLE which interacts with you. 😅😂,beautiful product from apple its a half eaten beautifully designed apple which interacts with you,5.0,positive,Beautiful product from APPLE.,Its a half eaten beautifully designed APPLE which interacts with you. 😅😂,Apple iPhone XR (64GB) - Black, India ,2020-02-18
Value for money Awesom,value for money awesom,2.0,negative,Value for money,Awesom,Apple iPhone XR (64GB) - Black, India ,2020-03-07
Best Phone Excellent performance-Awesome Camera-Picture Quality the best in iPhone-Face recognition works perfectly fine.,best phone excellent performance awesome camera picture quality the best in iphone face recognition works perfectly fine,5.0,positive,Best Phone,Excellent performance-Awesome Camera-Picture Quality the best in iPhone-Face recognition works perfectly fine.,Apple iPhone XR (64GB) - Black, India ,2019-06-24
A value for money product A Very good phone,a value for money product a very good phone,5.0,positive,A value for money product,A Very good phone,Apple iPhone XR (64GB) - Black, India ,2019-11-08
Value for money Good battery life,value for money good battery life,5.0,positive,Value for money,Good battery life,Apple iPhone XR (64GB) - Black, India ,2019-10-12
great but......... great but buy offline,great but great but buy offline,4.0,positive,great but.........,great but buy offline,Apple iPhone XR (64GB) - Black, India ,2019-08-21
Apple xr story Very nice.Iam very happy.All system and software are good nice.,apple xr story very nice iam very happy all system and software are good nice,5.0,positive,Apple xr story,Very nice.Iam very happy.All system and software are good nice.,Apple iPhone XR (64GB) - Black, India ,2020-02-26
I need change of battery The battery health has fallen to 97 which I didn’t think it would happen,i need change of battery the battery health has fallen to which i didn t think it would happen,3.0,neutral,I need change of battery,The battery health has fallen to 97 which I didn’t think it would happen,Apple iPhone XR (64GB) - Black, India ,2019-12-13
Nice Awesome battery backup and camera :-),nice awesome battery backup and camera,4.0,positive,Nice,Awesome battery backup and camera :-),Apple iPhone XR (64GB) - Black, India ,2020-01-22
Battery worst Battery is drying when I play games battery us not upto the mark,battery worst battery is drying when i play games battery us not upto the mark,3.0,neutral,Battery worst,Battery is drying when I play games battery us not upto the mark,Apple iPhone XR (64GB) - Black, India ,2020-01-11
The world’s best selling smartphone of 2019 Pretty good,the world s best selling smartphone of pretty good,5.0,positive,The world’s best selling smartphone of 2019,Pretty good,Apple iPhone XR (64GB) - Black, India ,2020-03-06
Apple XR Ultimate choice for better camera and battery life with best in class face detection even in no light condition. As always one of the best product from Apple.,apple xr ultimate choice for better camera and battery life with best in class face detection even in no light condition as always one of the best product from apple,5.0,positive,Apple XR,Ultimate choice for better camera and battery life with best in class face detection even in no light condition. As always one of the best product from Apple.,Apple iPhone XR (64GB) - Black, India ,2019-09-13
I think iPhone is not good Main problem network,i think iphone is not good main problem network,1.0,negative,I think iPhone is not good,Main problem network,Apple iPhone XR (64GB) - Black, India ,2019-10-06
Heates up a lot and then lags Battery and camera are good but phone heated up a lot and starts to lagg,heates up a lot and then lags battery and camera are good but phone heated up a lot and starts to lagg,1.0,negative,Heates up a lot and then lags,Battery and camera are good but phone heated up a lot and starts to lagg,Apple iPhone XR (64GB) - Black, India ,2019-10-15
Great Product by Apple Best iphone in budget,great product by apple best iphone in budget,5.0,positive,Great Product by Apple,Best iphone in budget,Apple iPhone XR (64GB) - Black, India ,2020-01-26
"Excellent device at an excellent price for a flagship phone Camera quality, battery life and ios",excellent device at an excellent price for a flagship phone camera quality battery life and ios,5.0,positive,Excellent device at an excellent price for a flagship phone,"Camera quality, battery life and ios",Apple iPhone XR (64GB) - Black, India ,2020-03-03
Awesome I don’t think I need to write anything about Xr. A very good phone.,awesome i don t think i need to write anything about xr a very good phone,5.0,positive,Awesome,I don’t think I need to write anything about Xr. A very good phone.,Apple iPhone XR (64GB) - Black, India ,2019-12-01
A budget iphone Got this product during Amazon Great India sale at an amazing price,a budget iphone got this product during amazon great india sale at an amazing price,5.0,positive,A budget iphone,Got this product during Amazon Great India sale at an amazing price,Apple iPhone XR (64GB) - Black, India ,2019-10-01
Awesum iphone XR Best iphone XR as compare i phne xs. Good battery life and face regcognition,awesum iphone xr best iphone xr as compare i phne xs good battery life and face regcognition,5.0,positive,Awesum iphone XR,Best iphone XR as compare i phne xs. Good battery life and face regcognition,Apple iPhone XR (64GB) - Black, India ,2019-05-07
"Nice one to choose Awesome product from Apple..  Awesome speed, Massive Battery life and Awesome camera.. Do not underestimate its Display quality too.. it's so good..",nice one to choose awesome product from apple awesome speed massive battery life and awesome camera do not underestimate its display quality too it s so good,5.0,positive,Nice one to choose,"Awesome product from Apple..  Awesome speed, Massive Battery life and Awesome camera.. Do not underestimate its Display quality too.. it's so good..",Apple iPhone XR (64GB) - Black, India ,2019-10-10
Real value for money Excellent..great product..good build quality..good performance,real value for money excellent great product good build quality good performance,5.0,positive,Real value for money,Excellent..great product..good build quality..good performance,Apple iPhone XR (64GB) - Black, India ,2019-10-01
Amazing product Overall product is awesome,amazing product overall product is awesome,5.0,positive,Amazing product,Overall product is awesome,Apple iPhone XR (64GB) - Black, India ,2019-10-12
"Fantastic product and deal The product is just awesome no doubt and its worth to buy without any worries really its value for money, Thanks amazon for giving me great deal and product.",fantastic product and deal the product is just awesome no doubt and its worth to buy without any worries really its value for money thanks amazon for giving me great deal and product,5.0,positive,Fantastic product and deal,"The product is just awesome no doubt and its worth to buy without any worries really its value for money, Thanks amazon for giving me great deal and product.",Apple iPhone XR (64GB) - Black, India ,2019-11-22
"Not happy Not happy with this purchase , received damaged iPhone .",not happy not happy with this purchase received damaged iphone,1.0,negative,Not happy,"Not happy with this purchase , received damaged iPhone .",Apple iPhone XR (64GB) - Black, India ,2019-11-02
Amazing i phone excellent service by Amazon Amazing i phone excellent service by Amazon,amazing i phone excellent service by amazon amazing i phone excellent service by amazon,5.0,positive,Amazing i phone excellent service by Amazon,Amazing i phone excellent service by Amazon,Apple iPhone XR (64GB) - Black, India ,2019-12-04
Nice Good,nice good,5.0,positive,Nice,Good,Apple iPhone XR (64GB) - Black, India ,2019-10-26
Good Good,good good,4.0,positive,Good,Good,Apple iPhone XR (64GB) - Black, India ,2019-11-26
I want to replace my iPhone XR because I looking like clone help me plz Plz contact me I want to replace my iPhone XR because I looking like clone help me plz,i want to replace my iphone xr because i looking like clone help me plz plz contact me i want to replace my iphone xr because i looking like clone help me plz,1.0,negative,I want to replace my iPhone XR because I looking like clone help me plz Plz contact me,I want to replace my iPhone XR because I looking like clone help me plz,Apple iPhone XR (64GB) - Black, India ,2020-01-01
Worthy Best for upgrade from 6s to XR,worthy best for upgrade from s to xr,5.0,positive,Worthy,Best for upgrade from 6s to XR,Apple iPhone XR (64GB) - Black, India ,2020-02-07
"Good performance ,big screen than 11 I like the battery life and the camera is not so good as it has only one camera but overall it’s performance is very good",good performance big screen than i like the battery life and the camera is not so good as it has only one camera but overall it s performance is very good,5.0,positive,"Good performance ,big screen than 11",I like the battery life and the camera is not so good as it has only one camera but overall it’s performance is very good,Apple iPhone XR (64GB) - Black, India ,2020-03-09
good none,good none,5.0,positive,good,none,Apple iPhone XR (64GB) - Black, India ,2019-11-04
Best allways best apple is No finger print,best allways best apple is no finger print,5.0,positive,Best allways best apple is,No finger print,Apple iPhone XR (64GB) - Black, India ,2019-07-22
"Borra Jayakumar M.Tech(Struc.), Assistant Executive Engineer iPhone Xr have dual sim. This mobile ring tone for incoming calls in SIM1 and SIM2 have not separate option. both have only one ring tone.",borra jayakumar m tech struc assistant executive engineer iphone xr have dual sim this mobile ring tone for incoming calls in sim and sim have not separate option both have only one ring tone,5.0,positive,"Borra Jayakumar M.Tech(Struc.), Assistant Executive Engineer",iPhone Xr have dual sim. This mobile ring tone for incoming calls in SIM1 and SIM2 have not separate option. both have only one ring tone.,Apple iPhone XR (64GB) - Black, India ,2020-01-03
"defective the product i have received is not getting charged. and when i opened it for the first time, the sensor is showing issue like the screen doesnt turn on if i remove it from my face while on call",defective the product i have received is not getting charged and when i opened it for the first time the sensor is showing issue like the screen doesnt turn on if i remove it from my face while on call,1.0,negative,defective,"the product i have received is not getting charged. and when i opened it for the first time, the sensor is showing issue like the screen doesnt turn on if i remove it from my face while on call",Apple iPhone XR (64GB) - Black, India ,2019-08-18
Excellent The only problem i feel is battery....which can be sorted out...Excellent phone overall with this price...,excellent the only problem i feel is battery which can be sorted out excellent phone overall with this price,5.0,positive,Excellent,The only problem i feel is battery....which can be sorted out...Excellent phone overall with this price...,Apple iPhone XR (64GB) - Black, India ,2019-10-12
"Real smartphone Best iphone. Sturdy, long battery life. Real smartphone",real smartphone best iphone sturdy long battery life real smartphone,5.0,positive,Real smartphone,"Best iphone. Sturdy, long battery life. Real smartphone",Apple iPhone XR (64GB) - Black, India ,2020-03-10
Superb Apple always did their job well for iPhone XR  .You can’t even find the difference b/w oled and lcd.its a sturdy style from Apple .,superb apple always did their job well for iphone xr you can t even find the difference b w oled and lcd its a sturdy style from apple,5.0,positive,Superb,Apple always did their job well for iPhone XR  .You can’t even find the difference b/w oled and lcd.its a sturdy style from Apple .,Apple iPhone XR (64GB) - Black, India ,2019-07-19
Extremel bad unsolvable network problem Pls plz dont purchased apple xr online...i got network issue...n service centre r not ready to replace n not solving problem....extremely bad experience,extremel bad unsolvable network problem pls plz dont purchased apple xr online i got network issue n service centre r not ready to replace n not solving problem extremely bad experience,1.0,negative,Extremel bad unsolvable network problem,Pls plz dont purchased apple xr online...i got network issue...n service centre r not ready to replace n not solving problem....extremely bad experience,Apple iPhone XR (64GB) - Black, India ,2020-01-22
Great Phone Worth purchasing this iPhone. Upgraded from iPhone 7. Good experience.,great phone worth purchasing this iphone upgraded from iphone good experience,4.0,positive,Great Phone,Worth purchasing this iPhone. Upgraded from iPhone 7. Good experience.,Apple iPhone XR (64GB) - Black, India ,2019-11-19
Defective  Defective piece received,defective defective piece received,1.0,negative,Defective, Defective piece received,Apple iPhone XR (64GB) - Black, India ,2019-11-29
Apple Iphone is best Really great product. As always top notch quality delivered by apple.,apple iphone is best really great product as always top notch quality delivered by apple,5.0,positive,Apple Iphone is best,Really great product. As always top notch quality delivered by apple.,Apple iPhone XR (64GB) - Black, India ,2020-02-24
"Go for it, but it’s too heavy The Face ID detection, most of the time I have to enter password to open the phone",go for it but it s too heavy the face id detection most of the time i have to enter password to open the phone,4.0,positive,"Go for it, but it’s too heavy","The Face ID detection, most of the time I have to enter password to open the phone",Apple iPhone XR (64GB) - Black, India ,2019-07-17
Very good Good product,very good good product,5.0,positive,Very good,Good product,Apple iPhone XR (64GB) - Black, India ,2019-06-24
"iPhone XR 64gb Product looks good. But if I compare this with a showroom (Aptronix) one, it looks some what different in resolution.",iphone xr gb product looks good but if i compare this with a showroom aptronix one it looks some what different in resolution,4.0,positive,iPhone XR 64gb,"Product looks good. But if I compare this with a showroom (Aptronix) one, it looks some what different in resolution.",Apple iPhone XR (64GB) - Black, India ,2019-11-12
Awesome Product Mast product he bhai log. Le lo saste me mil raha he. This phone have same specifications as x and xs. Only difference is in display,awesome product mast product he bhai log le lo saste me mil raha he this phone have same specifications as x and xs only difference is in display,5.0,positive,Awesome Product,Mast product he bhai log. Le lo saste me mil raha he. This phone have same specifications as x and xs. Only difference is in display,Apple iPhone XR (64GB) - Black, India ,2019-09-30
"Loving it❤️ Thanks to Amazon Sale, got this with amazing deal. 😍",loving it thanks to amazon sale got this with amazing deal,5.0,positive,Loving it❤️,"Thanks to Amazon Sale, got this with amazing deal. 😍",Apple iPhone XR (64GB) - Black, India ,2019-10-02
Awesome It’s awesome.. no comments required..,awesome it s awesome no comments required,5.0,positive,Awesome,It’s awesome.. no comments required..,Apple iPhone XR (64GB) - Black, India ,2020-01-14
Super God,super god,5.0,positive,Super,God,Apple iPhone XR (64GB) - Black, India ,2019-11-05
